   X   ,   Y    ,   Z   
 -0.707,  -0.362,  -0.384
 +0.230,  -0.927,  +0.433
 -0.361,  -0.442,  +0.340
 +1.354,  +0.211,  -0.191
 -0.032,  +0.827,  +1.153
 +0.997,  +0.131,  +1.171
 +0.847,  -0.122,  +1.697
 +1.162,  -0.754,  -0.267
 +1.679,  +0.531,  +0.149
 -0.002,  +0.684,  -0.672
 +0.137,  -0.418,  -0.853
 -0.393,  -3.881,  -0.073
 -0.403,  -0.505,  +1.060
 -0.544,  -1.025,  +1.762
 -0.897,  -0.039,  -1.434
 +0.850,  +0.399,  +1.278
 -0.089,  +0.749,  -2.134
 +1.520,  +1.476,  -0.340
 -0.216,  -0.507,  -2.673
 -1.969,  +1.081,  -1.946
 -0.247,  -0.541,  -0.984
 -0.530,  +1.831,  +0.745
 -0.440,  -0.440,  -1.371
 -2.242,  -0.693,  +1.174
 -0.603,  -1.212,  -0.804
 +1.095,  -1.396,  +2.013
 -0.295,  -0.741,  +0.223
 +1.720,  +0.146,  -0.060
 -0.889,  -1.287,  +0.925
 +0.843,  -0.377,  +0.983
 -1.169,  +2.007,  -1.304
 +1.558,  -0.134,  +1.057
 -0.061,  +2.258,  -0.077
 +1.896,  +0.650,  -0.621
 -1.503,  -0.209,  +0.093
 +1.543,  -0.873,  +0.218
 +1.315,  -1.498,  -0.231
 -1.385,  +1.102,  -0.121
 -0.610,  -0.967,  -2.816
 -0.029,  -0.831,  +0.121
 +0.065,  +0.944,  +0.943
 -2.430,  -0.264,  +0.255
 +0.361,  -0.659,  +0.651
 -0.646,  +0.669,  +0.479
 +1.631,  +0.194,  -0.921
 -0.959,  -0.191,  -0.367
 -0.705,  +1.413,  -1.010
 -2.066,  +0.090,  +0.953
 +0.330,  -0.243,  -0.517
 +0.458,  +1.053,  +0.584
 +0.697,  +0.117,  +0.367
 -1.646,  +0.215,  -0.295
 +0.621,  -1.271,  -0.856
 -0.935,  +0.995,  -0.252
 +0.313,  -1.331,  +0.472
 -1.760,  +0.013,  +0.798
 +1.508,  -0.682,  -0.679
 -0.008,  -0.289,  -1.888
 -0.503,  -1.682,  +0.286
 +1.724,  +1.520,  +0.570
 -1.589,  +0.983,  +0.020
 -1.271,  -0.507,  -0.595
 +0.302,  +0.200,  -0.968
 +0.098,  +0.354,  +0.454
 +0.915,  +1.031,  +0.675
 +0.821,  -1.089,  +0.554
 +0.137,  +0.080,  +0.008
 -0.499,  +2.039,  -0.429
 -1.284,  -0.243,  +1.314
 -0.841,  +0.267,  -1.125
 +0.323,  +0.477,  -0.002
 -2.440,  +0.878,  -1.770
 -0.686,  -0.243,  -0.037
 +1.371,  +0.311,  -0.500
 +1.146,  +0.923,  -1.484
 +0.291,  -0.814,  -0.038
 -1.148,  +1.231,  +0.263
 +1.322,  +0.426,  +1.196
 +0.605,  -0.322,  -0.835
 +1.527,  +0.479,  -1.367
 +0.908,  +1.394,  +0.084
 +0.007,  -0.742,  -0.004
 +0.409,  +1.495,  +1.956
 -0.720,  +0.105,  -0.424
 +1.751,  +1.908,  +1.698
 +1.326,  +0.801,  -0.623
 +0.931,  +0.498,  +0.458
 +0.443,  +0.472,  +0.616
 +0.217,  +0.273,  -0.734
 -0.860,  -0.607,  +2.561
 -0.585,  +1.008,  +0.727
 +0.545,  +0.251,  -1.236
 -0.640,  -0.364,  +0.547
 -0.459,  -0.773,  +0.693
 +1.129,  -1.219,  -0.940
 +0.813,  +1.154,  +0.352
 +0.158,  +0.274,  -0.546
 -0.042,  +0.392,  -0.358
 -0.930,  +0.103,  +0.266
 +0.608,  -0.434,  -0.713
 +1.167,  +1.507,  +0.133
 +0.929,  +0.119,  +1.383
 -0.764,  -1.902,  -1.978
 -0.690,  -0.007,  +0.611
 +0.946,  -0.326,  -0.388
 -0.652,  -0.163,  +0.743
 -1.270,  +1.430,  -0.423
 -0.383,  -0.896,  +0.161
 +0.287,  -0.449,  +0.474
 -1.153,  +0.108,  +0.999
 +1.565,  -0.211,  -0.379
 -0.070,  -0.293,  +0.386
 +0.518,  +1.490,  -0.470
 -0.351,  -3.697,  -0.376
 -0.934,  -0.944,  +0.291
 -1.228,  +0.515,  -0.493
 +0.538,  -0.264,  -0.776
 -0.746,  -0.075,  +0.389
 +0.019,  -0.549,  -0.227
 +0.968,  +3.109,  -0.639
 -0.126,  +0.799,  -1.115
 +1.204,  -0.100,  -0.497
 +1.183,  +0.698,  +0.515
 +0.579,  -1.759,  +0.441
 -0.443,  -1.026,  +0.549
 -0.323,  -0.125,  -1.314
 -0.293,  -0.344,  +0.319
 -0.721,  +0.541,  +0.603
 +1.518,  +1.523,  +1.177
 -1.200,  +1.363,  -0.128
 -0.971,  +0.907,  +0.350
 +0.056,  +0.244,  +0.875
 +1.836,  +0.504,  +0.426
 +0.984,  +0.185,  +1.550
 +0.269,  +2.066,  +0.775
 +0.607,  +1.471,  -2.109
 +0.288,  -0.377,  -0.279
 +0.056,  +2.625,  +0.015
 +1.062,  -1.904,  -0.329
 -0.030,  +0.893,  +0.111
 -0.159,  -1.041,  -0.324
 +0.022,  +1.730,  +0.954
 -0.820,  -1.596,  -0.731
 +0.530,  +0.534,  +0.594
 -0.248,  -0.108,  +0.149
 -1.951,  +0.660,  +0.617
 -0.374,  +1.782,  -2.565
 -0.770,  -0.399,  +0.491
 +0.869,  -0.490,  +0.128
 +1.282,  -1.024,  -0.344
 +0.456,  +0.406,  +2.078
 +1.617,  -0.547,  +0.099
 +0.753,  -1.649,  +0.941
 -1.053,  -1.740,  +0.039
 -0.285,  -0.201,  +1.626
 -1.353,  +0.133,  -0.760
 +0.755,  -1.040,  +0.305
 -2.196,  -2.272,  -0.407
 +1.312,  -0.317,  +0.497
 +0.388,  -0.753,  -2.464
 -0.230,  +0.132,  +0.368
 -0.563,  +0.747,  -0.604
 -0.860,  -1.286,  +0.588
 +1.736,  +0.799,  -2.357
 -0.521,  -0.450,  -0.578
 +1.065,  -0.723,  -0.293
 +0.875,  -0.371,  +0.381
 -0.892,  -1.930,  -0.118
 +1.757,  +0.389,  -0.412
 -0.497,  -0.679,  -0.615
 +0.272,  -0.404,  +2.863
 -1.448,  -0.299,  +0.480
 -0.994,  +0.184,  +0.003
 +0.928,  -0.890,  -0.534
 +1.385,  +0.026,  +0.530
 +1.115,  -0.648,  +1.478
 +0.643,  -1.282,  +0.921
 +0.805,  +0.331,  +0.770
 -1.084,  -1.970,  -0.192
 -0.083,  +2.352,  +0.673
 +0.004,  +0.245,  -0.659
 +1.731,  -1.159,  -1.110
 +0.070,  +0.232,  +2.496
 +0.155,  -0.887,  -0.739
 -0.783,  -0.615,  -0.242
 -1.245,  -1.360,  +0.191
 -0.687,  -0.068,  -0.309
 -0.734,  -1.099,  -0.403
 +1.203,  +0.030,  -0.852
 +1.044,  -0.176,  -0.168
 +1.378,  +1.043,  +1.248
 -0.326,  +0.570,  +0.616
 +0.750,  +0.314,  -1.733
 -1.079,  -1.234,  +1.822
 +1.130,  -0.947,  +0.265
 -1.605,  -0.359,  +1.191
 +0.713,  +0.410,  -0.425
 -0.395,  -0.727,  +0.032
 +0.851,  +0.459,  -1.302
 +0.148,  -0.532,  +0.320
 +0.309,  +0.204,  +0.524
 +0.488,  -1.431,  -0.667
 +0.016,  +0.975,  +0.304
 +0.562,  -0.570,  -0.993
 -0.941,  +1.394,  -0.487
 +0.945,  +1.070,  -1.421
 -0.098,  +1.134,  +0.068
 +0.032,  -1.257,  -0.847
 -1.586,  +1.277,  -0.178
 -0.302,  -1.341,  +0.536
 +1.083,  -0.186,  -1.209
 -0.654,  -0.492,  -0.942
 -1.399,  +1.193,  -1.628
 +0.249,  -0.456,  +0.625
 +0.170,  +1.049,  +0.271
 -0.138,  +0.694,  -0.499
 +0.207,  -0.073,  -0.706
 -0.596,  +0.850,  -1.392
 -0.735,  +2.360,  +0.748
 +0.458,  +0.305,  -0.358
 +2.141,  +0.449,  -0.768
 +0.071,  +0.416,  -0.231
 +0.333,  +0.151,  -0.364
 +1.505,  +0.286,  +0.388
 -0.737,  +1.470,  -2.437
 +1.697,  -1.597,  -1.749
 -0.410,  -0.382,  +0.420
 +0.844,  -0.566,  +0.153
 +1.754,  +1.941,  +0.323
 -0.899,  -0.035,  -1.997
 -0.127,  +1.120,  -1.082
 -0.055,  +0.349,  -0.848
 +1.484,  -1.356,  +0.549
 -0.592,  +0.001,  +0.032
 +0.304,  -0.740,  +1.359
 -1.222,  +0.849,  -0.398
 +0.499,  +0.768,  +1.636
 +0.680,  +1.477,  +2.219
 -0.965,  +1.460,  -0.299
 +1.579,  -1.222,  -1.849
 +0.111,  +1.288,  -1.467
 -0.088,  -0.701,  +0.730
 -0.081,  +1.350,  +0.117
 +0.227,  +0.173,  +1.539
 -0.930,  -1.103,  -0.627
 +1.609,  -2.012,  +1.149
 +0.801,  -1.179,  -0.032
 -0.859,  +1.026,  +2.029
 -1.561,  -0.184,  -0.570
 +0.378,  +1.113,  -0.395
 -0.333,  +0.124,  +1.424
 +0.888,  -0.317,  -0.100
 -0.966,  +0.077,  +0.083
 +0.434,  +0.817,  +0.179
 -0.397,  +1.924,  -0.520
 -0.609,  -0.377,  -0.855
 -0.269,  -0.047,  +0.960
 +1.030,  +2.342,  -0.303
 -0.047,  +1.382,  +0.665
 -0.035,  +1.282,  -0.089
 -0.782,  +0.910,  -0.345
 +2.184,  -1.332,  -1.050
 +2.078,  +0.997,  -1.245
 +0.011,  +0.166,  -0.539
 +2.227,  -0.595,  +0.000
 +0.824,  +0.268,  +0.112
 +0.329,  +3.819,  +0.122
 +1.413,  +0.668,  +0.242
 -0.595,  -0.896,  -0.218
 +0.281,  -0.805,  -0.865
 -0.492,  -0.368,  +0.167
 -0.396,  +1.199,  -1.347
 +0.391,  +0.358,  -0.949
 +0.052,  -0.127,  -0.551
 -1.131,  +0.390,  +0.366
 +0.729,  -0.731,  -0.157
 -0.728,  -0.157,  +0.801
 -0.339,  +0.290,  -1.056
 -0.864,  +1.458,  +0.660
 +0.680,  +0.186,  -0.383
 +1.552,  +0.094,  +0.558
 -0.948,  +1.568,  +0.506
 +0.052,  +1.125,  -1.618
 -1.537,  +1.056,  -1.107
 -1.497,  +0.641,  +0.577
 +1.111,  +0.725,  +0.141
 +1.730,  -0.647,  -0.151
 +0.888,  +0.187,  -0.864
 -1.104,  +0.814,  -0.141
 +2.172,  +0.082,  -0.315
 -1.445,  -0.449,  +1.813
 +0.159,  +1.103,  -0.168
 -0.044,  +1.535,  +0.898
 +0.296,  -0.143,  -0.740
 +1.423,  +1.061,  +0.776
 +1.053,  -0.510,  -0.689
 -0.022,  -1.426,  -0.418
 -0.893,  -0.672,  +1.313
 +0.928,  -0.543,  -0.296
 -0.034,  -2.013,  +0.967
 +0.996,  +1.021,  -0.319
 -0.108,  -0.207,  -0.346
 +0.009,  -0.577,  -1.083
 -1.370,  -0.856,  -0.072
 +0.443,  +1.551,  +1.781
 +0.192,  +0.507,  +2.362
 +1.741,  -0.308,  +0.853
 +1.099,  +0.814,  -0.234
 -0.108,  -0.196,  +1.302
 -0.163,  -0.437,  -1.875
 +1.051,  +0.237,  -1.311
 -0.853,  +0.863,  -1.011
 -0.760,  -0.595,  -0.627
 +1.311,  +0.252,  -0.099
 -0.621,  +1.133,  +1.391
 -0.961,  +2.393,  -0.293
 -0.924,  +0.236,  +0.397
 -0.322,  -0.089,  -0.651
 -0.525,  +1.358,  -2.364
 -0.827,  -0.619,  -0.233
 -0.032,  +0.024,  +1.571
 -0.321,  +0.274,  +0.527
 -0.999,  +0.245,  -0.332
 +1.017,  +1.904,  +0.034
 -1.270,  -1.152,  -0.148
 -2.280,  -0.544,  +0.673
 -0.320,  +0.456,  +1.576
 +0.362,  -0.046,  +0.259
 +0.509,  +0.245,  +2.151
 -0.857,  +0.776,  +0.857
 +0.262,  +0.644,  +0.376
 -1.879,  +0.379,  -1.906
 +0.483,  +0.044,  +1.327
 -0.297,  -1.342,  -0.517
 +1.352,  +0.913,  +0.525
 +1.525,  -0.144,  +1.813
 +0.254,  +1.233,  -1.918
 +2.550,  -1.481,  -0.798
 -0.586,  -1.315,  +1.460
 -0.937,  -0.446,  -0.945
 +0.430,  +0.261,  +0.892
 -0.770,  -0.038,  +0.887
 -0.090,  -0.320,  -1.877
 -0.331,  +0.559,  +0.768
 -0.204,  -1.355,  -0.047
 -0.521,  +0.087,  +2.576
 -1.204,  +0.654,  -0.532
 +1.089,  -1.816,  +0.268
 +0.736,  -0.439,  -1.052
 -0.238,  +0.528,  -1.159
 +0.858,  +1.659,  -0.856
 -0.764,  -0.068,  -0.671
 -0.521,  -0.064,  +0.602
 -0.644,  +0.089,  -0.731
 +0.543,  -0.511,  +1.579
 -0.172,  +0.028,  -0.932
 -0.558,  +0.318,  +0.554
 +0.320,  -0.748,  -0.464
 -0.513,  +0.338,  +1.061
 +0.053,  -0.419,  +0.953
 -1.270,  +1.657,  -0.771
 +0.269,  -0.482,  -0.433
 +0.888,  -0.494,  -1.728
 -1.602,  +0.304,  +0.866
 -1.978,  +0.369,  +0.455
 +0.318,  -0.852,  -1.401
 -1.094,  -1.288,  -0.026
 -0.164,  -0.363,  +1.219
 -1.269,  +0.151,  -1.443
 -0.004,  -1.123,  +0.929
 +0.763,  +0.214,  -0.764
 -0.643,  +1.138,  -0.969
 -0.754,  -1.653,  -0.136
 -1.076,  -1.334,  -0.105
 -0.549,  +1.503,  +0.774
 +0.482,  +0.415,  +1.051
 +0.090,  +0.729,  -0.873
 -0.852,  +0.765,  -0.673
 +0.518,  +1.023,  -1.169
 -0.433,  +1.516,  +0.041
 +0.664,  -0.099,  +0.189
 +0.353,  +0.546,  -0.913
 -0.337,  +1.443,  -0.374
 -1.222,  -0.460,  +0.910
 +0.410,  -0.481,  +0.885
 +0.487,  -0.081,  +0.620
 -0.553,  -0.239,  -0.006
 +0.702,  -0.327,  -0.752
 +1.029,  -0.253,  +0.079
 +0.637,  -1.407,  +0.186
 -0.865,  +1.505,  -0.698
 -1.341,  +0.198,  +1.205
 +0.965,  -1.179,  -0.205
 +0.284,  -0.588,  +1.679
 -0.682,  -0.224,  +0.829
 -1.883,  +0.503,  +0.951
 -0.781,  -0.413,  +1.090
 -0.348,  -0.343,  -0.852
 +0.721,  +0.359,  +0.245
 +0.809,  -0.611,  +1.623
 +0.836,  -1.180,  +0.694
 +0.520,  -1.323,  +0.331
 +0.597,  -0.580,  -2.222
 -1.144,  -2.061,  -0.315
 -0.130,  -0.182,  -0.210
 +0.084,  +0.273,  -0.072
 +0.155,  +1.512,  +0.363
 -0.240,  +0.104,  -0.464
 -0.705,  -0.433,  +0.332
 +1.103,  -0.030,  -0.444
 +0.140,  +0.017,  +1.428
 -0.042,  -1.086,  -0.194
 -0.862,  -1.957,  -0.678
 +0.169,  -1.809,  -1.057
 -2.539,  -0.243,  -1.463
 -1.022,  +0.734,  +0.475
 -0.350,  -1.290,  -1.532
 +1.077,  -0.336,  -0.424
 -0.344,  +0.916,  +0.492
 +0.617,  -0.243,  +1.195
 +0.132,  -0.675,  +1.720
 +1.367,  +0.747,  +0.662
 -1.051,  -0.942,  +1.156
 -0.837,  -1.322,  -0.183
 -1.175,  +0.706,  +1.380
 -0.368,  +0.201,  -0.358
 +0.942,  +0.242,  -0.445
 -0.945,  +0.085,  +0.717
 +0.652,  -0.774,  -0.178
 -0.356,  -0.326,  +1.194
 -0.045,  +0.589,  -0.183
 -0.460,  +1.758,  +0.933
 +0.558,  -0.509,  -0.425
 +0.324,  -1.302,  +0.149
 +0.892,  +0.799,  -0.255
 +0.106,  -2.491,  -0.024
 +0.422,  -1.221,  +0.037
 +1.889,  +1.779,  +1.395
 +1.063,  -0.807,  -0.450
 -0.874,  -0.488,  +0.334
 -0.322,  +0.516,  +2.008
 +1.380,  -1.216,  +0.646
 +0.869,  +1.453,  +0.384
 +0.271,  -0.975,  +1.500
 +0.020,  -2.921,  +0.038
 -0.725,  +0.427,  +0.112
 -2.144,  +0.985,  +1.387
 +0.187,  +0.982,  +0.017
 +0.467,  -0.693,  +0.152
 +0.455,  +0.576,  +0.526
 -0.264,  -0.815,  -1.708
 -0.592,  +0.804,  +2.184
 -0.207,  +1.555,  +0.636
 +1.174,  +0.639,  -0.518
 -1.003,  -0.625,  +0.212
 -0.467,  -1.414,  -0.308
 +1.083,  +1.656,  +0.715
 -0.170,  +1.753,  -0.442
 -0.484,  +0.200,  -1.734
 -1.763,  -0.439,  +0.279
 +0.954,  +0.143,  +0.487
 -0.880,  -1.268,  +1.034
 -0.476,  -0.470,  +1.901
 +0.682,  +2.314,  +0.552
 -1.018,  -0.325,  +1.125
 -0.296,  +0.253,  -0.125
 -0.315,  +0.980,  -0.806
 +1.940,  +1.740,  +1.362
 +0.293,  +0.289,  +0.998
 +0.298,  -0.421,  -0.073
 -1.365,  +0.043,  -0.658
 -1.240,  +0.477,  +1.882
 -1.579,  +0.140,  +0.375
 +0.725,  +0.977,  -1.611
 -0.129,  -1.385,  -0.182
 -1.322,  -0.143,  -0.818
 +0.154,  +1.445,  -1.928
 -0.336,  -0.552,  -1.029
 -0.791,  -0.181,  -0.789
 +0.528,  -0.182,  -0.728
 +0.422,  -0.114,  -0.134
 +1.505,  +1.600,  +0.624
 -0.560,  -0.604,  -0.914
 +0.249,  -0.544,  -0.327
 -0.721,  +0.751,  +0.421
 +0.063,  -1.718,  +0.389
 -0.282,  -0.972,  -0.649
 -0.126,  +0.535,  -0.382
 +0.766,  -0.119,  -0.160
 -0.232,  -0.683,  -0.794
 +1.564,  -0.802,  -1.105
 -1.462,  +1.368,  +0.922
 +0.808,  -0.136,  +1.096
 +1.234,  -1.465,  -0.959
 -1.694,  -0.522,  -1.614
 +1.475,  +0.716,  +1.151
 -1.194,  +0.272,  +0.440
 +0.856,  +0.985,  +2.325
 -1.622,  -0.734,  -0.133
 +1.791,  +1.739,  -0.156
 -3.066,  -1.881,  +0.219
 +0.182,  -0.550,  -1.377
 -1.125,  -0.974,  -1.995
 -0.451,  +0.810,  -1.970
 -0.185,  -0.279,  -1.349
 +1.122,  -0.096,  +0.269
 +0.272,  +0.169,  +1.181
 -0.147,  -1.740,  -0.621
 -2.223,  -0.314,  +1.073
 -0.474,  +1.444,  -1.478
 +1.011,  -0.135,  +0.264
 +1.148,  -0.223,  +0.098
 +0.716,  -0.603,  -0.558
 -0.243,  -0.562,  -0.800
 -0.973,  +1.546,  -1.822
 +0.745,  -0.666,  -2.427
 +1.248,  +1.256,  -1.729
 +0.698,  +0.410,  -0.933
 -1.804,  +0.420,  +1.089
 +0.253,  +0.560,  -0.593
 +2.474,  +2.303,  -2.662
 +0.713,  -0.523,  +0.599
 -0.911,  -0.215,  +0.697
 +0.766,  -1.579,  -0.389
 +0.755,  +0.275,  +0.727
 +0.599,  +1.274,  -0.743
 +0.357,  +1.046,  +1.706
 +0.427,  -1.390,  -0.190
 +1.411,  +0.116,  -0.226
 +0.218,  -1.575,  -0.863
 -1.044,  -0.636,  +0.561
 -1.933,  -1.303,  -0.756
 +1.267,  +1.387,  -0.404
 -0.845,  -0.166,  +1.290
 +0.472,  -0.189,  -0.532
 -0.665,  +0.844,  -0.101
 +0.739,  -0.486,  -0.506
 -0.314,  +0.203,  +0.063
 +1.471,  +0.258,  +0.715
 -0.635,  +2.206,  +1.558
 -0.409,  -0.664,  -0.347
 -0.486,  -0.082,  -0.137
 -0.740,  -0.600,  -0.092
 +1.723,  +2.288,  +0.466
 -0.450,  +0.495,  +1.301
 +0.634,  +1.552,  +0.859
 -0.663,  -0.976,  +1.650
 +0.860,  -1.859,  -0.356
 +0.398,  -0.255,  +0.730
 -2.337,  +1.796,  -0.003
 -0.154,  +0.940,  -0.685
 -2.772,  +0.862,  -0.802
 +0.783,  +0.075,  +2.448
 +0.783,  +0.115,  -0.186
 -1.568,  +0.610,  +1.108
 -0.265,  +1.764,  +0.007
 +0.876,  -0.452,  -2.435
 -1.054,  -1.264,  -0.863
 -0.176,  -1.155,  -1.154
 +0.445,  +2.350,  +0.535
 +1.697,  +0.099,  -0.048
 +0.335,  +1.436,  -0.611
 +0.145,  +0.637,  -1.344
 -0.192,  +0.375,  +0.225
 -0.634,  -1.030,  -1.147
 +1.101,  -0.923,  +1.153
 -0.475,  -0.483,  +1.120
 -0.791,  +1.515,  -1.454
 -1.663,  -1.941,  +2.772
 -0.448,  -2.147,  +0.312
 +1.310,  +1.570,  -0.386
 -0.576,  -1.802,  +0.779
 +0.504,  +1.562,  +0.392
 +0.820,  +1.620,  +0.600
 -0.956,  -1.115,  -0.443
 -0.611,  +0.910,  +0.414
 -0.587,  +0.340,  -1.576
 +0.416,  -1.293,  +0.033
 -0.920,  -0.456,  +1.134
 -0.623,  +1.436,  +0.883
 -1.445,  -0.310,  -0.370
 -0.116,  -0.429,  -0.474
 -2.562,  -1.764,  +0.580
 -0.276,  +0.233,  +0.829
 +0.663,  -0.574,  +1.200
 -0.238,  -0.820,  -1.199
 +0.523,  -0.117,  +0.433
 +0.815,  -0.949,  -0.072
 +0.922,  +1.109,  -1.077
 +1.130,  -0.366,  -3.273
 +0.655,  +2.072,  -1.998
 +0.880,  -1.037,  +0.923
 -0.341,  +0.140,  +0.814
 +1.602,  -0.500,  +0.081
 -0.814,  +0.655,  +2.453
 +0.404,  +0.009,  -2.219
 -1.093,  +0.327,  -0.404
 +1.620,  -0.514,  -0.061
 -1.068,  +0.014,  -0.116
 -0.163,  -0.307,  +0.104
 +0.439,  +0.868,  +0.938
 -1.497,  -0.307,  -0.964
 -2.074,  +0.570,  +1.611
 -0.431,  +0.871,  +1.418
 -0.392,  -0.415,  -1.342
 -0.602,  +0.095,  +0.121
 -0.830,  -1.410,  -1.140
 +0.648,  -0.195,  +1.728
 -0.714,  -0.759,  -1.104
 -0.548,  +0.482,  -0.854
 -2.549,  +0.542,  -1.861
 -0.925,  +0.629,  -1.607
 +1.020,  -0.642,  +0.704
 +0.784,  -0.100,  -0.705
 -0.882,  +0.705,  +1.302
 +0.028,  -0.153,  +0.441
 +1.108,  +0.393,  -0.288
 -1.016,  +0.541,  -0.937
 -0.299,  +0.774,  -1.382
 +0.014,  +0.593,  +1.462
 +0.195,  -0.245,  +0.526
 -0.655,  -1.707,  +0.069
 -1.587,  -0.448,  +0.739
 +1.385,  +1.174,  +1.624
 +0.971,  -0.572,  +1.253
 +0.960,  -0.291,  -0.525
 +1.523,  +0.672,  +0.207
 -1.411,  +1.088,  -0.557
 -1.393,  -0.233,  -1.455
 -0.245,  +1.317,  -1.056
 -0.649,  +0.748,  -0.196
 +0.519,  -0.892,  -0.529
 -0.278,  -1.367,  +0.113
 +0.140,  -0.864,  -0.445
 +0.913,  -0.014,  +1.204
 -0.358,  +0.444,  -0.226
 -0.060,  -0.944,  +1.827
 -1.184,  -0.927,  +0.961
 -0.477,  +0.986,  -0.111
 +1.099,  +0.438,  +0.935
 -1.539,  +0.644,  +2.035
 +0.085,  +0.075,  +0.241
 +0.189,  +1.846,  -1.378
 +1.134,  -1.163,  +1.103
 +1.194,  +0.449,  +1.517
 +1.035,  +0.560,  -0.041
 +1.391,  -0.083,  -0.310
 +1.515,  -1.687,  +1.432
 +0.101,  +0.029,  +0.674
 +0.630,  -0.738,  -0.159
 +1.029,  -0.611,  -2.140
 +0.140,  +0.906,  -1.309
 -0.505,  +0.856,  +0.453
 +0.832,  -0.343,  -1.553
 -2.122,  -0.516,  -0.269
 +0.158,  -0.677,  -0.244
 +0.730,  -1.072,  -0.686
 +0.397,  -1.368,  +0.126
 +0.044,  +0.132,  +0.632
 +0.328,  +2.833,  -0.871
 +0.662,  -0.113,  +0.842
 +2.183,  -0.105,  +0.225
 -0.248,  +0.860,  +1.837
 -0.464,  +1.633,  +0.030
 -1.534,  -1.530,  -1.697
 -1.353,  +0.512,  -1.993
 -0.922,  -0.103,  +1.381
 -1.392,  +0.331,  +1.020
 -0.642,  -0.996,  -1.098
 -0.268,  -1.188,  +1.237
 -1.005,  -0.383,  +1.852
 +1.235,  -1.000,  -1.353
 +1.067,  +0.536,  +0.267
 -0.714,  +0.456,  +0.225
 -0.826,  -1.019,  +0.873
 -1.775,  +0.030,  -0.153
 -0.048,  -0.255,  -1.478
 +0.328,  -0.565,  -0.700
 -0.868,  +1.047,  +1.956
 -0.941,  +1.531,  +0.436
 +0.081,  -0.337,  +0.478
 +0.244,  -0.722,  -0.763
 -1.634,  +0.518,  +0.108
 -1.642,  +0.060,  -0.320
 +0.869,  +0.024,  +0.150
 -0.863,  +0.654,  +0.197
 -0.054,  +0.571,  -0.189
 +1.668,  +0.314,  +1.429
 +1.460,  -1.315,  -0.089
 -0.891,  -1.149,  -0.953
 +1.647,  -0.528,  +0.249
 -0.139,  +0.679,  +0.500
 -1.615,  +2.648,  +1.429
 -0.490,  -0.431,  -0.653
 +0.618,  +1.779,  -1.118
 +0.200,  -0.902,  +0.577
 +0.607,  -0.740,  -1.063
 +0.404,  +1.224,  -1.961
 -0.298,  +0.190,  +0.416
 -0.109,  +0.260,  +0.201
 -0.676,  -0.164,  -0.910
 +1.158,  -0.391,  +0.795
 -0.954,  +0.175,  -0.008
 +0.853,  -1.056,  -0.667
 -0.310,  +0.210,  +0.101
 +0.263,  -0.032,  -0.437
 +1.493,  -1.646,  +1.346
 -0.134,  -1.308,  -0.325
 -0.126,  +0.390,  -0.321
 +1.346,  -0.441,  +2.712
 -0.245,  +1.137,  -1.064
 +3.196,  -0.356,  -0.076
 +0.140,  +0.315,  +0.214
 -0.679,  -2.006,  -0.222
 +0.042,  -0.592,  +0.634
 -0.460,  +1.031,  -1.767
 +0.188,  +0.758,  -0.429
 +0.436,  -0.432,  +0.831
 +1.070,  -0.234,  +2.323
 +0.334,  -2.153,  +0.687
 -0.668,  -0.827,  -0.704
 +0.411,  -1.443,  +0.690
 +0.916,  +2.071,  -0.609
 -0.903,  +0.329,  -0.219
 -0.185,  -1.915,  +1.175
 -0.108,  +1.386,  -0.729
 -0.023,  +0.667,  +0.797
 +1.315,  -0.194,  -0.080
 -1.045,  +0.975,  -0.986
 -0.213,  -1.662,  +0.304
 +1.006,  +1.022,  +2.171
 -0.576,  +1.216,  -1.847
 +0.207,  -0.216,  -1.302
 +1.539,  +1.161,  +1.607
 -0.720,  +0.996,  +0.028
 -1.695,  +0.845,  +0.965
 -2.260,  -0.881,  +1.875
 +0.699,  +2.085,  +2.421
 +0.718,  -0.373,  +0.329
 +1.056,  +0.958,  +0.789
 -1.341,  -0.571,  +0.600
 -1.874,  -0.065,  -0.348
 -0.453,  +0.554,  +1.486
 +0.487,  -1.381,  -0.683
 +0.587,  -1.156,  +0.687
 -2.425,  -0.636,  -0.568
 -0.773,  -0.264,  +0.113
 -0.889,  -0.788,  -0.336
 -0.534,  +0.679,  +1.264
 -0.080,  -0.661,  -0.532
 -0.407,  +0.991,  +1.078
 -0.153,  -1.187,  -2.443
 +0.857,  +1.110,  -0.175
 -1.743,  -0.009,  +0.183
 +0.539,  -1.225,  +0.170
 -1.589,  -0.202,  +0.789
 +0.856,  +0.658,  -0.178
 -0.926,  +1.205,  +0.294
 -1.529,  +0.821,  +0.493
 -0.348,  +1.258,  -1.436
 +0.201,  +0.710,  +0.884
 +0.356,  +0.621,  +0.197
 +1.711,  +1.170,  -0.895
 +1.185,  -0.270,  +1.786
 -0.816,  -0.098,  -0.192
 -0.942,  +0.599,  +0.675
 -0.079,  +1.049,  +2.011
 -0.107,  +1.348,  +1.894
 -0.031,  -0.382,  +2.079
 -0.870,  -0.394,  -0.362
 +1.133,  -0.258,  -1.658
 +1.544,  +0.494,  +0.716
 -1.791,  +0.478,  -0.897
 +0.669,  -1.273,  -0.442
 +0.323,  +0.078,  +0.989
 -1.137,  +0.495,  -1.807
